# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	9489
#@/user_id	aef07baf-fc31-4dbf-911c-c1bc15ed306d
a 	阿	c=3 d=5.54929e-06 t=9489
jiang jiang 	講講	c=1 d=1.93111e-07 t=9489
jiang ke 	講課	c=3 d=1.35479 t=9489
jiang li 	獎勵	c=3 d=1.07895e-10 t=9489
jiang luo 	降落	c=2 d=0.282216 t=9489
jiang ru 	將如	c=1 d=0.131336 t=9489
jiang shi 	講師	c=1 d=7.03587e-12 t=9489
jiang shu 	講述	c=2 d=5.45684e-07 t=9489
jiang ying 	僵硬	c=1 d=0.00835412 t=9489
jiang zhi 	將之	c=1 d=0.0293049 t=9489
jiang zhi 	降至	c=1 d=0.0291588 t=9489
jiao 	交	c=3 d=4.70523e-13 t=9489
jiao 	叫	c=7 d=0.0623495 t=9489
jiao 	教	c=1 d=4.59126e-06 t=9489
jiao ben 	腳本	c=4 d=0.114401 t=9489
jiao di 	較低	c=1 d=0.0029528 t=9489
jiao du 	角度	c=1 d=7.96997e-08 t=9489
jiao gao 	較高	c=1 d=0.00290884 t=9489
jiao jin nao zhi 	絞盡腦汁	c=1 d=0.000816895 t=9489
jiao ni 	教你	c=1 d=2.0315e-15 t=9489
jiao yu 	教育	c=4 d=0.000412887 t=9489
jie 	傑	c=1 d=3.00724e-12 t=9489
jie 	節	c=8 d=0.943195 t=9489
jie 	解	c=1 d=2.83944e-13 t=9489
jie bian 	街邊	c=1 d=1.34798e-13 t=9489
jie du 	解讀	c=1 d=4.90959e-14 t=9489
jie guo 	結果	c=2 d=0.0127147 t=9489
jie he 	結合	c=1 d=6.33133e-06 t=9489
jie ju 	結局	c=1 d=1.78325e-11 t=9489
jie jue 	解決	c=2 d=0.00419023 t=9489
jie mian 	界面	c=9 d=0.072631 t=9489
jie mu 	節目	c=1 d=1.14848e-11 t=9489
jie qu 	截取	c=1 d=0.0258615 t=9489
jie qu 	街區	c=1 d=0.0257325 t=9489
jie shao 	介紹	c=8 d=0.453845 t=9489
jie shi 	屆時	c=1 d=3.46032e-16 t=9489
jie shi 	解釋	c=3 d=0.0325561 t=9489
jie shou 	接受	c=2 d=0.594865 t=9489
jie shuo 	解說	c=2 d=0.484325 t=9489
jie tu 	截圖	c=5 d=0.30974 t=9489
jie wang 	接網	c=1 d=0.402524 t=9489
jie xia 	接下	c=2 d=0.000111203 t=9489
jie xia lai 	接下來	c=4 d=0.000455097 t=9489
jie you 	皆有	c=1 d=6.67431e-09 t=9489
jie zhe 	接着	c=1 d=0.0126512 t=9489
jie zou 	節奏	c=1 d=7.90975e-07 t=9489
jin 	盡	c=1 d=6.70662e-07 t=9489
jin 	進	c=1 d=0.000796726 t=9489
jin bu 	進步	c=1 d=3.56388e-10 t=9489
jin cheng 	進程	c=2 d=1.32232e-14 t=9489
jin du 	進度	c=2 d=4.67024e-06 t=9489
jin gong 	僅供	c=1 d=2.05583e-08 t=9489
jin ji 	緊急	c=1 d=3.4088e-16 t=9489
jin jin 	僅僅	c=2 d=0.171187 t=9489
jin jing 	金晶	c=1 d=8.85987e-18 t=9489
jin lai 	進來	c=1 d=4.16211e-12 t=9489
jin liang 	儘量	c=8 d=0.70949 t=9489
jin nang 	錦囊	c=1 d=3.15234e-07 t=9489
jin nian 	今年	c=2 d=4.88031e-11 t=9489
jin ping mei 	金瓶梅	c=1 d=3.31549e-13 t=9489
jin ru 	進入	c=7 d=0.446174 t=9489
jin shang 	謹上	c=1 d=2.10788e-08 t=9489
jin shou zhi 	金手指	c=1 d=1.9657e-10 t=9489
jin tian 	今天	c=4 d=0.087364 t=9489
jin xian 	僅限	c=1 d=4.39594e-08 t=9489
jin xian 	金線	c=3 d=1.47585e-06 t=9489
jin xing 	進行	c=6 d=0.918512 t=9489
jin zhang 	緊張	c=1 d=0.0561348 t=9489
jing 	精	c=1 d=1.10363e-13 t=9489
jing dian 	景點	c=1 d=0.00794669 t=9489
jing guo 	經過	c=1 d=6.54215e-09 t=9489
jing jie 	境界	c=7 d=0.00050656 t=9489
jing jing 	靜靜	c=2 d=1.34537e-12 t=9489
jing ju 	警句	c=0 d=7.54089e-05 t=9489
jing li 	經歷	c=1 d=0.0267827 t=9489
jing mei 	精美	c=1 d=1.39576e-11 t=9489
jing miao 	精妙	c=1 d=2.18824e-07 t=9489
jing ran 	竟然	c=2 d=8.50563e-11 t=9489
jing rui 	精銳	c=1 d=1.00293e-05 t=9489
jing shou 	經受	c=1 d=0.142274 t=9489
jing tai 	靜態	c=2 d=0.0274349 t=9489
jing wei 	敬畏	c=1 d=5.17203e-09 t=9489
jing xi 	驚喜	c=1 d=2.575e-10 t=9489
jing yan 	經驗	c=4 d=0.0144798 t=9489
jing yan 	驚豔	c=1 d=1.44547e-11 t=9489
jing yan zhi 	經驗值	c=1 d=2.48644e-10 t=9489
jiu 	久	c=4 d=3.47449e-07 t=9489
jiu 	就	c=47 d=2.16466 t=9489
jiu dang 	就當	c=0 d=1.75216e-11 t=9489
jiu dang yu 	就當於	c=1 d=1.76095e-10 t=9489
jiu jiang 	九講	c=1 d=5.44943e-06 t=9489
jiu kan 	就看	c=1 d=0.25924 t=9489
jiu qu 	就去	c=2 d=0.364758 t=9489
jiu shi 	就是	c=21 d=3.68301 t=9489
jiu shi zhe ge 	就是這個	c=1 d=0.427415 t=9489
jiu shi zhi 	就是指	c=1 d=0.65377 t=9489
jiu suan 	就算	c=1 d=7.73574e-10 t=9489
jiu xiang 	就像	c=1 d=0.67032 t=9489
jiu xing 	就行	c=1 d=2.05723e-16 t=9489
jiu yao 	就要	c=2 d=0.000739261 t=9489
jiu zhe yang 	就這樣	c=1 d=3.92173e-18 t=9489
ju 	句	c=1 d=1.1308e-05 t=9489
ju ban 	舉辦	c=1 d=2.12942e-10 t=9489
ju bei 	具備	c=2 d=3.93396e-05 t=9489
ju hui 	聚會	c=1 d=1.7928e-15 t=9489
ju jiao 	聚焦	c=1 d=0.148823 t=9489
ju li 	舉例	c=1 d=6.98033e-07 t=9489
ju lie 	劇烈	c=1 d=0.142987 t=9489
ju qing 	劇情	c=1 d=1.034e-11 t=9489
ju ran 	居然	c=2 d=0.759572 t=9489
ju shuo 	據說	c=1 d=1.01878e-13 t=9489
ju ti 	具體	c=2 d=0.0160027 t=9489
ju zi 	句子	c=1 d=0.000252273 t=9489
juan 	捐	c=1 d=4.38608e-11 t=9489
jue 	覺	c=2 d=1.10854 t=9489
jue de 	覺得	c=16 d=2.21613 t=9489
jue de ru he ne 	覺得如何呢	c=1 d=0.65377 t=9489
jue ding 	決定	c=1 d=0.565525 t=9489
jue se 	角色	c=2 d=0.491644 t=9489
jun jie 	俊傑	c=1 d=2.93299e-12 t=9489
ka 	卡	c=41 d=0.00354167 t=9489
ka bao 	卡包	c=17 d=0.000266713 t=9489
ka pian 	卡片	c=20 d=0.000481639 t=9489
ka zhu 	卡住	c=2 d=0.0174164 t=9489
kai 	開	c=4 d=1.88944e-11 t=9489
kai cheng 	開城	c=1 d=5.18542e-10 t=9489
kai chuang 	開創	c=1 d=0.00112497 t=9489
kai fang 	開放	c=1 d=0.0902655 t=9489
kai kai 	開開	c=1 d=1.00813e-07 t=9489
kai ke 	開課	c=2 d=6.19438e-10 t=9489
kai le 	開了	c=1 d=1.77007e-12 t=9489
kai shi 	開始	c=13 d=0.167972 t=9489
kai tong 	開通	c=1 d=2.72013e-08 t=9489
kai tou 	開頭	c=1 d=1.46e-11 t=9489
kai wei 	開胃	c=1 d=8.63377e-08 t=9489
kai wei cai 	開胃菜	c=1 d=9.25978e-08 t=9489
kai xin 	開心	c=1 d=2.08692e-08 t=9489
kai zhi 	開智	c=39 d=1.17777 t=9489
kai zhi xue tang 	開智學堂	c=1 d=4.35516e-16 t=9489
kan 	看	c=26 d=1.45465 t=9489
kan bu xia 	看不下	c=1 d=2.17918e-17 t=9489
kan chu 	看出	c=1 d=3.56328e-08 t=9489
kan cuo 	看錯	c=1 d=0.000294568 t=9489
kan dan 	看淡	c=0 d=0.0970446 t=9489
kan dao 	看到	c=8 d=0.190139 t=9489
kan jian 	看見	c=5 d=0.0871609 t=9489
kan kan 	看看	c=15 d=1.19239 t=9489
kan ku 	看哭	c=2 d=2.50719e-11 t=9489
kan lai 	看來	c=1 d=9.31095e-14 t=9489
kan pian 	看片	c=1 d=1.42052e-12 t=9489
kan qi lai 	看起來	c=1 d=1.02636e-12 t=9489
kan shang 	看上	c=1 d=1.88799e-06 t=9489
kan shu 	看書	c=3 d=1.96591e-08 t=9489
kan tu 	看圖	c=2 d=8.15063e-07 t=9489
kan wan 	看完	c=7 d=0.567358 t=9489
kan wu 	勘誤	c=1 d=0.0325493 t=9489
kan zhe ban 	看着辦	c=1 d=0.615697 t=9489
kao 	靠	c=1 d=2.97681e-10 t=9489
kao chuan 	烤串	c=3 d=1.59519e-16 t=9489
kao pu 	靠譜	c=2 d=2.24741e-12 t=9489
ke 	克	c=3 d=0.0233071 t=9489
ke 	可	c=12 d=0.513351 t=9489
ke 	課	c=14 d=0.000710042 t=9489
ke bu ke yi 	可不可以	c=1 d=9.36081e-18 t=9489
ke cheng 	課程	c=23 d=1.25214 t=9489
ke du xing 	可讀性	c=2 d=1.14866e-05 t=9489
ke fu 	克服	c=2 d=2.77133e-11 t=9489
ke fu 	客服	c=2 d=2.78519e-11 t=9489
ke gong 	可供	c=1 d=5.07048e-11 t=9489
ke hou 	課後	c=1 d=1.2625e-07 t=9489
ke hu 	客戶	c=1 d=6.24238e-16 t=9489
ke hu duan 	客戶端	c=1 d=1.61327e-09 t=9489
ke huan 	科幻	c=3 d=2.90173e-11 t=9489
ke ji 	科技	c=1 d=4.3755e-12 t=9489
ke jian 	課件	c=3 d=1.2055e-05 t=9489
ke neng 	可能	c=11 d=0.937067 t=9489
ke qian 	課前	c=2 d=0.000189539 t=9489
ke shi 	可是	c=3 d=0.0115047 t=9489
ke tang 	課堂	c=2 d=1.37159e-10 t=9489
ke xing 	可行	c=2 d=0.00166156 t=9489
ke xue 	科學	c=14 d=0.00324666 t=9489
ke yi 	可以	c=64 d=1.03468 t=9489
ke yi le 	可以了	c=1 d=0.647265 t=9489
ke yu chun 	課愚蠢	c=1 d=6.69386e-14 t=9489
ken ding 	肯定	c=3 d=0.00605667 t=9489
kong 	空	c=1 d=4.88345e-10 t=9489
kong bai 	空白	c=1 d=0.00134011 t=9489
kong ge 	空格	c=1 d=0.124307 t=9489
kong ming 	孔明	c=1 d=1.49309e-10 t=9489
kong zhi 	控制	c=1 d=0.00449405 t=9489
kou 	釦	c=1 d=7.178e-12 t=9489
kou wei 	口味	c=1 d=2.04558e-08 t=9489
kou xia 	扣下	c=1 d=0.00990218 t=9489
ku chang 	枯腸	c=1 d=3.19982e-07 t=9489
kua da 	誇大	c=1 d=2.71311e-07 t=9489
kuai 	快	c=3 d=5.11883e-05 t=9489
kuai le 	快樂	c=1 d=1.35427e-09 t=9489
kuai su 	快速	c=8 d=0.000214493 t=9489
kuai su xie zuo 	快速寫作	c=1 d=5.18366e-06 t=9489
kuai xing xing 	快醒醒	c=1 d=1.24476e-17 t=9489
kuan dai 	寬帶	c=1 d=0.429557 t=9489
kuang 	礦	c=0 d=1.3845e-05 t=9489
kun 	困	c=1 d=0.000135032 t=9489
kun che 	困車	c=1 d=6.31606e-07 t=9489
kun ei 	困誒	c=1 d=2.50665e-17 t=9489
kun huo 	困惑	c=1 d=0.000135709 t=9489
kuo hao 	括號	c=1 d=1 t=9489
la 	啦	c=18 d=0.980199 t=9489
la 	拉	c=2 d=5.15146e-13 t=9489
la hao 	拉好	c=1 d=2.96095e-06 t=9489
la hei 	拉黑	c=1 d=3.17727e-12 t=9489
la ji 	垃圾	c=1 d=1.08702e-11 t=9489
la san den kuang 	啦三㩐狂	c=1 d=0.937067 t=9489
la zhu 	拉住	c=1 d=1.37521e-13 t=9489
lai 	來	c=36 d=2.48223 t=9489
lai 	賴	c=1 d=2.22781e-12 t=9489
lai dao 	來到	c=6 d=6.37845e-05 t=9489
lai lai 	來來	c=1 d=7.49787e-05 t=9489
lai lai le 	來來了	c=1 d=0.000724521 t=9489
lai shuo 	來說	c=1 d=1.33711e-06 t=9489
lai xin 	來信	c=1 d=6.9144e-13 t=9489
lai yi ge 	來一個	c=1 d=1.84677e-11 t=9489
lai yuan 	來源	c=3 d=1.71759e-10 t=9489
lai zi 	來自	c=1 d=5.14536e-07 t=9489
lan 	欄	c=1 d=1.36482e-12 t=9489
lan se 	藍色	c=1 d=5.98315e-17 t=9489
lao ban 	老闆	c=0 d=0.000214557 t=9489
lao geng 	老梗	c=1 d=5.09416e-07 t=9489
lao li 	老李	c=0 d=0.00632918 t=9489
lao li jia 	老李家	c=1 d=0.063609 t=9489
lao pao 	老炮	c=3 d=0.0226968 t=9489
lao pao er 	老炮兒	c=2 d=0.254937 t=9489
lao shi 	老師	c=7 d=0.218712 t=9489
le 	了	c=183 d=6.42931 t=9489
le bu qi 	了不起	c=1 d=3.70227e-17 t=9489
le jia 	樂嘉	c=1 d=3.75822e-17 t=9489
le shi 	樂視	c=1 d=1.46732e-11 t=9489
le yuan 	樂園	c=1 d=1.71391e-15 t=9489
lei 	類	c=5 d=0.117068 t=9489
lei si 	類似	c=6 d=0.882497 t=9489
lei xing 	類型	c=1 d=0.143704 t=9489
leng er 	愣兒	c=1 d=2.97013e-13 t=9489
li 	力	c=5 d=0.285525 t=9489
li 	李	c=5 d=0.056836 t=9489
li 	裏	c=5 d=0.129532 t=9489
li hai 	厲害	c=4 d=0.818731 t=9489
li he 	李賀	c=3 d=8.92191e-07 t=9489
li jian 	立減	c=1 d=2.91181e-15 t=9489
li jie 	理解	c=8 d=0.104609 t=9489
li kai 	離開	c=1 d=0.392586 t=9489
li li 	李麗	c=0 d=1.63398e-13 t=9489
li li zhen 	李麗珍	c=2 d=3.29258e-12 t=9489
li lun 	理論	c=4 d=0.000523486 t=9489
li mian 	裏面	c=2 d=0.000804741 t=9489
li nian 	理念	c=1 d=5.13295e-08 t=9489
li qi qi 	利其器	c=1 d=0.000147011 t=9489
li ru 	例如	c=5 d=6.49115e-07 t=9489
li ru yi 	李如一	c=3 d=1.92548 t=9489
li xiang 	理想	c=1 d=1.07397e-16 t=9489
li xiao 	離校	c=1 d=3.05268e-12 t=9489
li xiao lai 	李笑來	c=5 d=0.537135 t=9489
li yi 	李怡	c=1 d=5.53744e-18 t=9489
li ying 	理應	c=1 d=0.0184074 t=9489
li yong 	利用	c=7 d=0.00310097 t=9489
li you 	理由	c=2 d=3.65305e-15 t=9489
li zhi 	荔枝	c=2 d=0.421357 t=9489
li zi 	例子	c=1 d=0.431711 t=9489
lian 	練	c=4 d=0.000223338 t=9489
lian 	臉	c=1 d=3.9116e-17 t=9489
lian cheng 	煉成	c=1 d=1.98101e-13 t=9489
lian jie 	鏈接	c=8 d=0.118253 t=9489
lian shang 	連上	c=1 d=0.367879 t=9489
lian tong 	聯通	c=1 d=0.396531 t=9489
lian xi 	練習	c=10 d=0.34886 t=9489
lian xi 	聯繫	c=4 d=3.26094e-15 t=9489
lian xiang 	聯想	c=2 d=5.47243e-12 t=9489
lian zai 	連載	c=1 d=0.00140882 t=9489
lian zi 	練字	c=1 d=0.83527 t=9489
liang 	量	c=1 d=4.32225e-15 t=9489
liang ci 	兩次	c=2 d=0.0160933 t=9489
liang ge 	兩個	c=3 d=0.299029 t=9489
liang hua 	量化	c=2 d=1.00112e-05 t=9489
liang qing xiang yue 	兩情相悅	c=1 d=0.275271 t=9489
liang zhong 	兩種	c=1 d=0.00465413 t=9489
liang zhou 	兩週	c=1 d=0.771052 t=9489
lie biao 	列表	c=11 d=0.0017643 t=9489
lie ge 	列個	c=1 d=4.50876e-12 t=9489
lin 	林	c=2 d=0.0142045 t=9489
ling 	另	c=4 d=0.356096 t=9489
ling an 	另案	c=0 d=0.0980199 t=9489
ling dao 	領導	c=1 d=0.111917 t=9489
ling gan 	靈感	c=17 d=3.90985 t=9489
ling gan bi 	靈感幣	c=4 d=2.23259e-14 t=9489
ling guang 	靈光	c=1 d=1.45296e-13 t=9489
ling yi ge 	另一個	c=4 d=0.865022 t=9489
liu 	劉	c=2 d=0.182802 t=9489
liu chuan 	流傳	c=1 d=1.31063e-06 t=9489
liu lan qi 	瀏覽器	c=1 d=8.66201e-17 t=9489
liu xing 	流行	c=1 d=0.017953 t=9489
liu yan 	留言	c=2 d=1.32084e-09 t=9489
liu yi 	留意	c=1 d=0.0655462 t=9489
lo 	咯	c=9 d=0.287941 t=9489
long cheng 	龍城	c=1 d=1.70536e-15 t=9489
lu jing 	路徑	c=1 d=2.0403e-07 t=9489
lu shang 	路上	c=0 d=1.0365e-11 t=9489
lu xiang 	錄像	c=1 d=0.168638 t=9489
lu xu 	陸續	c=1 d=0.65377 t=9489
lu xun 	魯迅	c=1 d=1.9321e-13 t=9489
lu yin 	錄音	c=1 d=8.90428e-18 t=9489
lu zhi 	錄製	c=2 d=3.38601e-14 t=9489
lu zi 	路子	c=1 d=8.68e-12 t=9489
lun 	論	c=3 d=0.000589909 t=9489
lun wen 	論文	c=4 d=0.995012 t=9489
lun yuan ren zhi 	論元認知	c=2 d=1.93803e-12 t=9489
luo ding 	羅定	c=3 d=0.251579 t=9489
lv cheng 	旅程	c=1 d=0.501576 t=9489
lv mu 	綠幕	c=1 d=1.72666e-14 t=9489
lv tu 	旅途	c=1 d=8.65759e-11 t=9489
lv yi 	綠衣	c=0 d=1.51252e-16 t=9489
lv yi fu 	綠衣服	c=1 d=1.5201e-15 t=9489
ma 	嗎	c=26 d=1.82379 t=9489
ma 	嘛	c=13 d=1.39113 t=9489
ma 	碼	c=3 d=6.90969e-05 t=9489
ma fan 	麻煩	c=1 d=1.82746e-05 t=9489
ma ma 	媽媽	c=1 d=0.075774 t=9489
ma shang 	馬上	c=9 d=3.5377e-07 t=9489
mai 	買	c=15 d=0.257301 t=9489
mai shu 	買書	c=1 d=7.79199e-07 t=9489
man 	蠻	c=1 d=1.28844e-11 t=9489
man chang 	漫長	c=1 d=0.0217096 t=9489
man dian 	慢點	c=1 d=0.207008 t=9489
man hua 	漫畫	c=1 d=1.5816e-11 t=9489
mang da 	盲打	c=1 d=3.64591e-13 t=9489
mao 	貓	c=1 d=3.36617e-15 t=9489
mao fa 	毛髮	c=1 d=9.49743e-12 t=9489
mao tou 	冒頭	c=1 d=1.58569e-12 t=9489
mao xian 	冒險	c=1 d=5.45128e-10 t=9489
mao xian 	毛線	c=1 d=0.0216013 t=9489
mao zao 	毛躁	c=1 d=2.13051e-16 t=9489
me 	麼	c=10 d=1.11431 t=9489
mei 	沒	c=12 d=1.65539 t=9489
mei 	美	c=1 d=2.20565e-12 t=9489
mei dang 	每當	c=1 d=1.53089e-10 t=9489
mei dian 	沒電	c=2 d=5.91757e-05 t=9489
mei du sha 	美杜莎	c=1 d=1.66184e-05 t=9489
mei fa 	沒法	c=1 d=0.32628 t=9489
mei ge 	每個	c=2 d=0.00215492 t=9489
mei guan 	美觀	c=1 d=3.78362e-08 t=9489
mei hao 	美好	c=1 d=0.0773047 t=9489
mei li 	美麗	c=1 d=2.83066e-06 t=9489
mei li 	魅力	c=1 d=0.324652 t=9489
mei mao 	美貌	c=1 d=0.367879 t=9489
mei ren yu 	美人魚	c=2 d=0.99618 t=9489
mei tian 	每天	c=1 d=6.89772e-14 t=9489
mei wen 	美文	c=2 d=0.000774531 t=9489
mei yi 	每一	c=0 d=1.15067e-05 t=9489
mei yi zhang 	每一張	c=1 d=0.000115643 t=9489
mei yo shi 	沒喲是	c=1 d=0.0202419 t=9489
mei you 	沒有	c=14 d=0.0649354 t=9489
mei zhang 	每張	c=1 d=0.000118571 t=9489
mei zhou 	每週	c=2 d=5.13208e-06 t=9489
mei zi 	妹子	c=5 d=0.666977 t=9489
mei zu 	魅族	c=1 d=0.278037 t=9489
men 	們	c=4 d=0.293758 t=9489
men 	門	c=1 d=0.00767337 t=9489
meng 	夢	c=2 d=6.92915e-11 t=9489
mi hang 	迷航	c=2 d=7.51034e-12 t=9489
mi ji 	祕籍	c=1 d=1.09511e-10 t=9489
mi ma 	密碼	c=2 d=0.615646 t=9489
mi mi 	祕密	c=1 d=0.0293049 t=9489
mi tao 	蜜桃	c=1 d=1.69219e-12 t=9489
mian 	麪	c=5 d=1.63748e-05 t=9489
mian bao 	麪包	c=1 d=0.000285862 t=9489
mian fei 	免費	c=2 d=0.00778933 t=9489
mian qiang 	勉強	c=1 d=3.48607e-15 t=9489
mian shi 	面試	c=2 d=3.23604e-14 t=9489
mian xiang 	面向	c=1 d=4.69436e-16 t=9489
miao shou 	妙手	c=1 d=2.56792e-07 t=9489
miao tang 	廟堂	c=1 d=1.44847e-06 t=9489
miao zhong 	秒鐘	c=1 d=2.22668e-06 t=9489
ming bai 	明白	c=5 d=0.778801 t=9489
ming ci 	名詞	c=2 d=0.0235931 t=9489
ming dan 	名單	c=2 d=0.0203263 t=9489
ming kuai 	明快	c=1 d=5.96872e-18 t=9489
ming ming 	命名	c=1 d=0.00481991 t=9489
ming ming 	明明	c=3 d=0.0101529 t=9489
ming tian 	明天	c=4 d=0.932394 t=9489
ming yan 	名言	c=0 d=7.54089e-05 t=9489
ming yan jing ju 	名言警句	c=1 d=0.000757869 t=9489
ming zi 	名字	c=2 d=0.00275318 t=9489
mo 	莫	c=1 d=2.9038e-12 t=9489
mo 	魔	c=1 d=1.85155e-12 t=9489
mo ban 	模板	c=2 d=0.802519 t=9489
mo ban che 	末班車	c=2 d=0.00509574 t=9489
mo bu 	抹布	c=0 d=2.71265e-06 t=9489
mo bu 	莫不	c=2 d=5.63475e-05 t=9489
mo bu ru ci 	抹布如此	c=1 d=2.72625e-05 t=9489
mo di 	摸底	c=1 d=0.00653881 t=9489
mo fang 	模仿	c=2 d=7.00149e-05 t=9489
mo fei 	墨菲	c=1 d=0.0958472 t=9489
mo ke 	墨客	c=2 d=6.33884e-12 t=9489
mo ming qi miao 	莫名其妙	c=4 d=0.0337036 t=9489
mo xing 	模型	c=2 d=0.0011229 t=9489
mo yin 	模因	c=7 d=5.36806e-05 t=9489
mo zhong 	摸中	c=1 d=3.42356e-08 t=9489
mou zhong 	某種	c=1 d=3.51023e-08 t=9489
mu 	目	c=1 d=4.52904e-06 t=9489
mu ban 	模板	c=1 d=0.00136719 t=9489
mu ce 	目測	c=2 d=5.02081e-16 t=9489
mu di 	目的	c=3 d=0.00916193 t=9489
mu mao 	母貓	c=1 d=3.29952e-15 t=9489
mu qian 	目前	c=5 d=0.00108155 t=9489
mu you 	木有	c=5 d=0.843665 t=9489
na 	吶	c=7 d=1.27854e-08 t=9489
na 	哪	c=3 d=0.101266 t=9489
na 	拿	c=1 d=0.822835 t=9489
na 	那	c=12 d=0.907736 t=9489
na ben shu 	那本書	c=1 d=5.06084e-18 t=9489
na bian 	那便	c=2 d=1.50108e-05 t=9489
na bian 	那邊	c=5 d=5.67109e-15 t=9489
na bu fen 	那部分	c=1 d=4.7293e-15 t=9489
na cai shi 	那纔是	c=1 d=0.494109 t=9489
na ge 	哪個	c=2 d=0.25096 t=9489
na ge 	那個	c=4 d=0.509156 t=9489
na hai shi 	那還是	c=1 d=0.436049 t=9489
na han 	吶喊	c=1 d=0.704688 t=9489
na jiu 	那就	c=3 d=0.206109 t=9489
na jiu shi 	那就是	c=1 d=3.6084e-09 t=9489
na li 	哪裏	c=9 d=1.07184 t=9489
na me 	那麼	c=25 d=3.23938 t=9489
na me duo 	那麼多	c=2 d=3.93123e-05 t=9489
na me ji dian 	那麼幾點	c=1 d=0.418952 t=9489
na me ni men 	那麼你們	c=1 d=0.856415 t=9489
na me zhe 	那麼這	c=1 d=0.790571 t=9489
na qi 	拿起	c=1 d=4.96754e-05 t=9489
na shi 	那是	c=2 d=2.3348e-05 t=9489
na wo 	那我	c=1 d=0.0315873 t=9489
na xie 	哪些	c=4 d=0.101774 t=9489
na you 	哪有	c=1 d=2.67317e-09 t=9489
na zhe 	拿着	c=2 d=2.15726e-08 t=9489
na zhong 	哪種	c=1 d=0.000710174 t=9489
nai shi 	乃是	c=1 d=0.00307331 t=9489
nan 	難	c=11 d=0.00358786 t=9489
nan dian 	難點	c=1 d=0.000134358 t=9489
nan du 	難度	c=1 d=0.107528 t=9489
nan gui nan 	難歸難	c=1 d=1.82777e-07 t=9489
nan hai 	男孩	c=1 d=1.38879e-11 t=9489
nan peng you 	男朋友	c=1 d=7.30783e-17 t=9489
nan yi 	難以	c=1 d=0.000103651 t=9489
nan yi ji yi 	難以記憶	c=1 d=0.000675539 t=9489
nao 	腦	c=1 d=1.53433e-07 t=9489
nao qu 	腦區	c=3 d=2.71788e-07 t=9489
ne 	呢	c=24 d=2.62236 t=9489
nei 	內	c=3 d=0.000444338 t=9489
nei rong 	內容	c=10 d=0.0118119 t=9489
neng 	能	c=12 d=0.681751 t=9489
neng bu neng 	能不能	c=1 d=2.984e-09 t=9489
neng li 	能力	c=2 d=0.1764 t=9489
neng yuan 	能源	c=3 d=1.03249 t=9489
neng yuan ji 	能源機	c=1 d=0.245367 t=9489
ni 	你	c=195 d=3.68047 t=9489
ni chu 	擬出	c=1 d=0.108609 t=9489
ni ding 	擬定	c=3 d=3.36556e-09 t=9489
ni feng 	逆風	c=1 d=0.0152222 t=9489
ni jue de 	你覺得	c=1 d=0.551103 t=9489
ni jue de wo 	你覺得我	c=1 d=0.447088 t=9489
ni ke neng 	你可能	c=1 d=0.00100779 t=9489
ni me ni 	你麼你	c=1 d=0.869358 t=9489
ni men 	你們	c=5 d=0.927743 t=9489
ni meng 	你夢	c=1 d=9.09992e-09 t=9489
ni shi 	你是	c=0 d=0.0729789 t=9489
ni shi ru he kan 	你是如何看	c=1 d=0.733447 t=9489
ni shuo 	你說	c=0 d=0.0891366 t=9489
ni shuo ne 	你說呢	c=1 d=0.895834 t=9489
nian 	年	c=2 d=7.67636e-12 t=9489
nian dao 	唸叨	c=1 d=6.84793e-17 t=9489
nian ji 	年紀	c=1 d=1.51226e-13 t=9489
niu yun 	牛雲	c=1 d=0.115325 t=9489
nong 	弄	c=1 d=0.00151098 t=9489
nong 	農	c=0 d=2.62613e-07 t=9489
nong chan si 	農禪寺	c=1 d=2.63929e-06 t=9489
nv 	女	c=1 d=1.6453e-05 t=9489
o 	哦	c=3 d=0.166127 t=9489
ou er 	偶爾	c=2 d=5.99992e-07 t=9489
pa 	怕	c=0 d=0.00845849 t=9489
pai 	拍	c=4 d=0.625002 t=9489
pai 	派	c=1 d=1.56559e-09 t=9489
pai ban 	排版	c=2 d=3.58739e-09 t=9489
pai chu 	拍出	c=1 d=6.16012e-07 t=9489
pai ming 	排名	c=4 d=1.21396e-09 t=9489
pan gu 	盤古	c=1 d=8.68443e-18 t=9489
pan luan 	叛亂	c=2 d=1.3814e-07 t=9489
pang 	胖	c=1 d=4.95177e-15 t=9489
pang da 	龐大	c=1 d=4.36569e-15 t=9489
pang lao shi 	胖老師	c=3 d=3.19331e-14 t=9489
pang pang 	胖胖	c=1 d=4.08038e-14 t=9489
pang zi 	胖子	c=4 d=6.88578e-13 t=9489
pei 	配	c=1 d=2.23936e-14 t=9489
pei ban 	陪伴	c=1 d=9.71272e-11 t=9489
pei se 	配色	c=2 d=0.794534 t=9489
pei yin 	配音	c=1 d=8.25667e-12 t=9489
pei zhi 	配置	c=3 d=1.86253e-17 t=9489
pen chu 	噴出	c=0 d=1.47492e-14 t=9489
pen chu le 	噴出了	c=1 d=1.48232e-13 t=9489
peng mian 	碰面	c=1 d=2.44942e-10 t=9489
peng you 	朋友	c=4 d=2.53624e-08 t=9489
pi 	匹	c=2 d=0.0142757 t=9489
